Отзыв,Название,Тональность
"Почти 'Гарри Поттер'  Когда мы говорим о фильмах, написанных по знаменитым книгам, вроде «Хоббита», то сразу ощущается сложность создания такой картины, т. к. целевая аудитория делится на два типа.  Первый тип. Это те, кто читал книгу и ждет чего-то необычно-нового от режиссера, в то же время не отрываясь далеко от сюжета первоначального произведения; это должно быть нечто простое с тонким контекстом, понятным только «истинным ценителям» Толкина, притом все моменты, суть которых зритель «ловил на лету» еще в книге должны присутствовать и аккуратно вписываться в линию событий.  Второй тип. Те, кто книгу не читал, ожидают чего-то странно и непонятно притягивающего, захватывающего вглубь сюжета, того, что заставит их прочесть книгу, пытаясь найти там ответы на существующие вопросы (особенно, если речь идет о фильмах с продолжением как этот). В простых ассоциациях это можно представить так: яркая картинка, интересный сюжет, присутствие психологических раздражителей (основная мысль фильма или извечные вопросы, напрягающие дилеммы и. т.д.).  Каждому, как я полагаю, ясно, что отношение зрителей этих типов к фильму не оптимально (никогда не бывают довольны все). Всегда найдется какой-нибудь зануда, которому не понравится реплика (мол, она не по книге) или кровожадный фанат боевиков. Но, попробуем мыслить объективно.  Рассмотрим героев фильма. Гендальф во время разговора с Бильбо предстает перед нами неким бродягой-авантюристом, а также ассоциировался у меня как бедный родственник, которому позарез нужны деньги, и он, упоминая о том, что знал дядю твоего прапрапрадедушки по маминой линии, выклянчивает у тебя «кровные», но потом, уже будучи в пути, он — старый добрый Митрандир, бросающийся первым в бой, и появляющийся всегда вовремя, а заодно «главный» в Средиземье, инициатор великих походов, в общем тот, кому «больше всех надо» (непонятно, по какой причине) на протяжении всей франшизы.  Бильбо — этакая пародия на английского аристократа, сидит в своей норе, плачется о былых временах и дрожит над фамильным чайным сервизом. Весьма примечателен тот факт, что он на следующий день после того, как его запугали и окончательно разуверили в успехе похода разговорами о драконе и о гномах, неоткликнувшихся на зов, и, естественно после полного разгрома в родном «особняке», согласился без колебаний. Видимо, в волшебном мире Толкина похмелье может приносить радость или хоббиты просто умеют «вставать с той ноги».  Торин — этакий «крутой вояка» (роль обязаельная в боевиках), стал прототипом Арагорна (в чем я могу винить только писателя). Но я то думал, что Джексон внесет оригинальность, «зажжет искру» в нем, но нет. Торин стал персонажем, придуманным еще в фильмах Брюса Ли — мастер, доверие которого нужно завоевать.  Дабы собрать побольше денег и додумать историю о хоббите, режисер решил увеличить число врагов втрое («жуткий» орк — акселерат, несуществующий дядька — некромант, порождение грибочков волшебника и дракон, непонятно зачем ему золото). Кстати, ведь не один я заметил, что Джексон отчаянно пытается выжать все соки (деньги) из книги, сделав его чем-то наподобие «поттерианы». Только в этом случае из одной книги сделают три фильма, что явно наводит на мысль, о том, что сценарий больше чем наполовину «высосан из пальца».  Но, надо отдать должное фильму. Он получился весьма неплохим для первой серии. Первый тип зрителя весьма оценит то, что он незамысловат и содержит в себе старый сюжет «на новый лад», причем в нем «швы» между сюжетами спаяны как в подводной лодке, поэтому фанаты Средиземья воспримут фильм как эталон качества для будущих ремейков. Зрителю второго типа приготовили разнообразность сюжета, справленную неплохим юмором и оставили предвкушение того, что все лучшее еще впереди. Оптимистичный настрой — это хорошо, вот не обманулись бы. Но несмотря на некоторую предвзятость к фильмам, я все же склоняюсь к положительной оценке. ",Хоббит: Нежданное путешествие,0
"Очень ожидаемое путешествие  Являясь страстным фанатом произведений Дж. Р. Р., включая даже такую, казалось бы, неудобоваримую вещь, как Сильмарилион, я не могу скрывать разочарования от нового фильма Джексона. Слишком долго я ждал, слишком большие ожидания имел.  После умопомрачительной кинотрилогии, радовавшей не только заядлых толкиенистов, рядовых киноманов, но и вообще, людей далеких от мирового кинематографа, казалось, что художественный гений Джексона не имеет границ. Это оказалось неправдой: как всегда, камнем преткновения стали самый обыденные вещи - деньги.  Сюжет большей частью высосан из пальца - из одного-двух предложений в книжке, из мимоходного упоминания, состоит добрая половина фильма. Отчасти режиссерское решение понятно, ведь Дж. Р. Р. написал сказку, ориентированную на соответствующую возрастную категорию, а планка, заданная кинотрилогией ВК, куда более 'взрослая' - мрачноватое фэнтази, с обилием динамических сцен и глубоким погружением в мир Средиземья. Но одно дело, додумывать, дорисовывать, доукрашивать, а совсем другое - перевирать, сочинять и ломать уже устоявшиеся стереотипы. Тем более сценаристский талант Джексона уступает литературному гению Толкиена, как оказалось, очень и очень сильно.  Игра актеров осталась на уровне, тут уж не придерешься. Голум как всегда вне конкуренции - мимика просто запредельная, 'игра в загадки' достойна Оскара. Если не учитывать некоторые киноляпы и тематические недочеты, то этот аспект фильма получился блестящим.  Атмосфера фильма заметно уступает предыдущей кинотрилогии. Слишком чувствуется ориентированность на 'массового зрителя' - фильма перенасыщен динамическими сценами, причем, зачастую, выглядящими неуместными. Создавалось впечатление, что я смотрю очередную часть Индианы Джонса, а не сагу о борьбе Зла и Добра в Средиземье. Куда-то подевалась мрачность и эпичность, стремление к которой, заставило Джексона идти на перетасовки в сценарии. Даже музыка не создает уже того антуража. Хотя начало фильма было на уровне, тут не поспоришь.  В целом впечатление от фильма плохое - из кинотеатра я выходил с ощущением, что меня обманули. Нельзя винить тут целиком одного Джексона - ведь материал ему достался не из легких. Попытка сделать из сказки мрачный фэнтази, по моему мнению, вышла вполне годная, хотя до мрачного дотянуть не очень получилось. Но с точки зрения близости к сюжету первоисточника - тихий ужас. Что, впрочем, объясняется стремлением заработать как можно больше прибыли.  Резюмируя: качественный коммерческий фильм, рассчитанный на массового зрителя.",Хоббит: Нежданное путешествие,0
"1=1  Никогда не доверяла всевозможным магазинным акциям типа «1+1=3». На деле всегда оказывалось, что такое «равенство» будет верным только при соблюдении многочисленных «если», перечисленных мелким шрифтом в сноске внизу.  Такая же история получилась, увы, и с «Хоббитом». Недаром в заголовке я написала «1=1», что значит «1 книга = 1 фильм (в самом крайнем случае, 2)». Хотя в данном случае «1=3» могло бы получиться, если бы всего не одно - сюжет.  Имея столько экранного времени, можно было точно воспроизвести всю книгу вплоть до каждого чиха второстепенного персонажа! (А между прочим, именно так все и начиналось:«Жил-был в норе под землей хоббит...»,-нараспев приступал к рассказу голос за кадром. Куда он делся потом?!) Но нет, сценаристам понадобилось перекроить оригинал вдоль и поперек, сохранив, слава Богу, все нужное, но добавив, на мой взгляд, много лишнего (Радагаст с ежом, «воскрешение» Азога, невнятный образ Некроманта) и тем самым перегрузив картину. Хотя справедливости ради стоит отметить, что некоторые сцены (с троллями, например, и в пещере Голлума) получились даже лучше, чем в книге!  Удалось показать чудесное Средиземье (чего стоит один только Эребор в начале!), но оно уже не то, что было во «Властелине...». Точнее сказать, совсем не то. По книге пути Бильбо и Фродо в Ривенделл даже пересекаются, а здесь мы видим совершенно разные пейзажи. Почти неуловимо, но изменились и персонажи Йена Маккелена (Гэндальф) и Хьюго Уивинга (Элронд). Я понимаю, действие «Хоббита» происходит хронологически раньше «Властелина...», но все же знакомых героев хотелось увидеть такими же знакомыми.  Единственное, что прочно сохранило связь с трилогией - это чудесное музыкальное сопровождение. Говарду Шору, заслуженному обладателю трех Оскаров, безошибочно удалось подобрать его!  Что же в итоге? «Хоббит» собрал в прокате чуть больше миллиарда долларов, не догнав, что вполне закономерно, заключительную часть «Властелина...». Но несмотря на все недочеты первой части, зрители (в том числе и я) с не меньшим воодушевлением повалят и на второго, и на третьего «Хоббита» в надежде вновь окунуться в сказочный мир Средиземья, созданный Дж. Р. Р. Толкиеном. Остается верить, что эта надежда себя оправдает.  7 из 10",Хоббит: Нежданное путешествие,0
"Всё не решался написать эту рецензию, пока не прочитал книгу. Просто нужно было понять, где была детскость от Толкиена, а где свои фантазии внёс Джексон. Прочитав понял, что этот фильм не принёс мне так ожидаемого восторга лишь только потому, что его вообще не надо было снимать. Ну или по крайней мере, снять раньше Властелина Колец.  В общем-то не понравилось мне довольно многое, как и понравилось впрочем, но минусы картины гораздо более глобальны и потому непростительны. Самый главный недостаток ленты - потеря атмосферы Средиземья. Куда делось это странное чувство величия, мощи и старинной мудрости места? Всё исчезло. То же самое с Гэндальфом, раньше за ним чувствовались мудрость и сила, а сейчас они пропали, уступив место сварливости и дешёвым попыкам продемонстрировать хоть что-то. А уж как испортили его фишку с затемнением...боже, сцену просто минуты три подгоняли, чтоб вставить этот спецэффект, естественно получалось глупо и пафосно, ну нельзя же так... Не понравилось обилие графики - животные просто отвратительны, а зачем было рисовать орков вообще не понятно - грим был в десятки раз лучше и реалистичнее. Также сложилось чувство бесцельности происходящего, кажется, что все идут не к Одинокой горе, а просто чтоб идти и по дороге нарываться не неприятности, а потом из этого кино снимут. Ну и разумеется не сумели как следует интерпретировать текст на более взрослый, как результат - тонна пафоса и просто фарс. Ещё зря включили Сарумана и Галадриэль, их и в книге не было, и тут они просто смотрятся лишними. Ну и отдельный камень кину локализаторам, ЗАЧЕМ вы дублировали эльфийскую речь? Давно не слышал ничего более идиотического.  В то же время понравились гномы, забавные, кажется несерьёзные, но при этом ловкие и сильные ребята с грустью и застарелой болью в душе - просто молодцы. Понравился Радагаст, сумасшедший с виду, но при этом получивший всё то, что потерял Гэндальф - мудрость и затаённую силу. Понравилась музыка, шикарные старые темы, вот где и правда не надо было ничего менять. Понравились пейзажи, всё-таки страшно красивая это штука, Новая Зеландия. Понравились города, Эребор просто ошеломляет, со времён старой трилогии таких впечатлений не было. Понравился Голлум - остался верен старым традициям, забавный но страшный.  Фильм получился красивым, сильным, но растерявшим всё, за что я любил Средиземье. Остаётся надеяться, чо продолжение всё подправит, в конце концов, когда я впервые посмотрел Братство Кольца, оно тоже не произвело сильного впечатления.  7 из 10",Хоббит: Нежданное путешествие,0
"Хоббит. Трилогия  Проблема новой трилогии Питера Джексона сводится, прежде всего, к тому, как её создатели подошли к первоисточнику. Они, по всей видимости, хотели повторить грандиозный успех «Властелина колец», попытавшись создать нечто, по образу и подобию схожее с первой трилогией. Но такого же ошеломляющего успеха не последовало.  Всё дело в том, что сказка Джона Р. Р. Толкина «Хоббит, или Туда и обратно» разительно отличается от монументального и эпического романа-трилогии о кольце всевластья. В этом-то и была загвоздка. И возник логичный вопрос – как растянуть небольшую сказку на три полнометражные трёхчасовые картины? Было введено огромное количество дополнительных сюжетных линий и персонажей, наличие которых в фильме отдаёт фальшью и растягивает его в длинную и затянутую историю. Спецэффекты в новой трилогии каким-то странным образом не столь впечатляют, как их собраться десятилетней давности. Непонятно зачем, были вставлены некоторые герои из «Властелина колец». Опять повторяется Голлум (но он-то хоть есть в оригинале), опять появляются напрочь ненужные Саруман и Галадриэль. Не спасает сложившейся ситуации даже, безусловно, выдающаяся игра Мартина Фримена, исполнившего роль Бильбо Бэггинса.  Пожалуй, самая верная трактовка сказки Толкина – это оставить её в духе первоисточника: отчасти камерной, отчасти эпической, отчасти сказочной, отчасти сугубо бытовой.  7 из 10",Хоббит: Нежданное путешествие,0
"Неожиданная грусть.  Вот долго как-то не могла собраться с мыслями и написать что-нибудь про фильм, ибо мысли были противоречивыми и не могли собраться во что-то складное. Не ручаюсь, что и сейчас я смогу толково объясниться, но постараюсь.  Начну, пожалуй, с того, что я - толкинистка, 'толканутая' на всю голову давно и прочно. Описать, как я ждала этот фильм? Думаю, и так понятно. Даже видеоблоги ПиДжея пересматривала раз по 10. Одна мысль, что вот, вот скоро я снова окажусь там, в родном и любимом Средиземье, так красиво воссозданном в 'Властелине Колец', приводила меня просто в какой-то сумасшедший восторг. И вот, когда день Х настал, я на пару с отцом, который обожает трилогию ВК, побежала-полетела на сеанс, забронировав перед этим билеты и прождав полтора часа перед началом.  Все три часа я испытывала только два вида чувств: ностальгическую грусть и абсолютное недоумение, причем в процентном соотношении их было одинаково. Все время поглядывала на отца: ему вроде и нравилось, а порой он кидал фразы типа 'А разве было так?'.  Потом, выйдя из кинотеатра, я чувствовала себя немного глупо: хотелось бы прыгать, восторгаться, плакать и петь дифирамбы Джексону, но...не хотелось. Чувство, аналогичное тому, когда кто-то полгода до вашего дня рождения рассказывает, какой обалденный подарок вам подарит, вы даже знаете что это, ждете этого заветного дня, чтобы его получить, а в итоге друг приходит с другим подарком, хотя тоже неплохим.  Ну, с чувствами ладно, Бог с ними. Коротко обо всем.  Понравилось:  - Много, много красивых видов (хоть и часть из них - обработанные). Глаз очень радовало.  - Ричард Армитедж. Хоть и к сценаристам осталось уйма претензий по поводу образа Торина и его подачи (про него чуть позже), но этот актер всегда выкладывается на все 1000%, в очередной раз показал свое актерское мастерство.  - Иен МакКеллен и Кристофер Ли. Оба великолепны, так было радостно снова наблюдать их в образах полюбившихся магов.  - Бофур, и актер, который его исполнил. Прелесть. И улыбка потрясающая.  - Сцена в начале, когда Фродо уходит ждать Гэндальфа. Вот тут та ностальгическая слезка и покатилась в первый раз.  - Сцена с Горлумом. Это Оскар, серьезно. Сёркису уже давно пора было его дать.  А теперь то, за что меня, возможно, заминусят.  Не понравилось:  - Обилие, просто невероятное обилие графики. Да, в ВК её тоже было много, но это уже, пардон, чересчур. И орки, и тролли, и все все все. В ВК за них бегали хорошо загримированые люди и выглядело это так натурально и естественно, будто и действительно орки забежали на съемки. Тут же прям глаз режет. Может кому-то нравится, но мне по себе становилось.  - Образы главных героев. Мартин Фримен безупречно смотрится в образе Бильбо, не спорю. Однако не одной мне казалось, что я снова вижу Ватсона, а не Бильбо. Совсем не гостеприимный, не очень дружелюбный и даже немного грубый Бильбо ранит в самое сердце. В основном это заметно в первой половине фильма и если вспоминать книжного Бильбо. Если не вспоминать - очень даже хороший Бэггинс.  Торин. Точнее его образ. Гениально сыгран Армитеджом, да. Но опять же, если вспомнить Торина, каким его придумал Толкин... Правда, об этом уже и так довольно много написали, не буду лишний раз мусолить эту тему. Недостаточную 'загномленность' некоторых гномов я, после долгих раздумий, решила все-таки простить. К остальным претензий нет вообще.  - Затянутость. Это отдельная тема, на которую уже тоже было сказано много слов. Наверное, самый главный недостаток.  - Нелогичность некоторых добавленных Джексоном/сценаристами сцен и затянутость либо же скомканность тех, которые в книге были. И да, слишком много отсылок к ВК, некоторые сцены как две капли воды похожи на сцены из той трилогии. Сначала радовалась как ребенок, но ко второй половине фильма это начало утомлять.  - Музыка! Не думала даже, что смогу такое написать, но пишу. Кроме заученной уже наизусть песни гномов и главной темы нечего вспомнить...Я даже пошла пересмотреть фильм, но ничего, кроме упомянутых тем и великолепной музыки из ВК не зацепило. Была искренне удивлена.  И, к сожалению, мнение мое осталось таким же.  Несомненно, буду ждать продолжения. Даже из уважения ко всей команде. которая снимала 'Хоббита', ребята проделали просто невероятно огромное количество работы, столько труда было вложено в каждую секунду фильма. Да, вышло не совсем то, чего я так ждала, но это ведь уже мои проблемы.  Взвесив все 'за' и 'против', с небольшой натяжкой ставлю  7 из 10  А рецензия нейтральная. Как итог.",Хоббит: Нежданное путешествие,0
"Ностальгия по детской сказке  Все мы, несомненно, были в предвкушении, что же такого приготовил нам Питер Джексон, решив снова отправить нас в старое доброе Средиземье. И вот, премьера прошла давно, а мысли созрели только сейчас.  Начну с хорошего.  Бильбо.  'В земле была нора, а в норе жил хоббит'. Как сейчас помню впечатления, оставленные после первого прочтения повести 'Туда и обратно'. Очень хотела, чтобы кино не разрушило иллюзий детства. И в этом случае, оно полностью себя оправдало! Бильбо вышел именно таким, каким я его представляла, правда я бы сделала его на несколько лет старше, но это мелочи. Суетливый маленький человечек, который до некоторых пор наслаждался синим небом, зеленой травкой, вкусными пирожками и крепкой трубкой. Просто не налюбоваться.  Гендальф.  Иногда мне кажется, что Иэн МакКеллен родился, чтобы сыграть Гендальфа. Как всегда бесподобен. Добрые глаза, длинная борода, шляпа конусом и задумчивый вид умудренного жизнью волшебника. Потрясающая роль, потрясающий актер. Не придраться.  А теперь о неприятном.  Сюжет и все, что его касается.  Как же тут много спецэффектов. Это, к сожалению, сыграло не на руку киноделам. От такого количества всяческих примочек теряется главное чувство - чувство присутствия в Средиземье. Тут его просто нет. Зализанная графика создает впечатление хорошо отредактированного мультика, но не фильма. Впихивание (именно впихивание) в сюжет лишних персонажей, таких как Радагаст, а так же совершенно не нужных, по-моему мнению, сцен с наконец-то прозревшим Торином, увидевшим в Бильбо не только обузу в походе, но (оказывается!) и отчаянного война, добавляют только затянутости и сопливости в великолепное повествование.  Гномы.  Ну, ребята, ну разве это гномы? Это не гномы. Это секс-символы какие-то. Где же, где же эти храбрые, славные землекопы, подземный народ, который так восхвалял незабвенный Гимли в ВК? Где же их длинные седые бороды? И вообще где бороды у некоторых из них?! Ведь еще Арагорн шутил по поводу гномьих бород.  Рецензия нейтральная, так как позитивных моментов в фильме не больше и не меньше, чем отрицательных. Посмотрим, что будет дальше. Оценка:  5 из 10 ",Хоббит: Нежданное путешествие,0
"Слабая копия.  Как пусто в душе без миражей, без волшебства кажется, так поет замечательная группа Би-2. В поисках этого самого волшебства я отправился на просмотр очередной фэнтезийной эпопеи. В юности я с большим удовольствием прочел как Хоббита так и Властелина колец, а со временем посмотрел все три фильма, на мой взгляд, очень хорошего режиссёра Питера Джексона. Джексон создает, если можно так сказать, атмосферное кино. При просмотре ты полностью погружаешься в созданный авторами мир, испытываешь всю гамму эмоций. Безусловно, я являюсь поклонником как мира созданного Джоном Толкиным, так и серии фильмов снятых Питером Джексоном. Поэтому после завершения Нежданного путешествия я был искренне удивлен и долго не мог понять, что же такое я только, что посмотрел.  Как-то пересматривая, Властелин колец: Братство кольца, я невольно увидел в нем Хоббит: Нежданное путешествие. Все мы знаем, что по объемам информации книги, по которым были сняты фильмы, мягко говоря, несравнимы. Для того, что бы сравняться в размерах с Властелином колец, авторам фильмов про путешествие Бильбо, пришлось изрядно потрудиться, придумывая, чем бы заполнить хронометраж картины. И что же мы видим, за исключением оригинальных сцен описанных в книге, все остальное, как будто по шаблону взято из первой части трилогии Властелина колец, выдержанно в том же ключе, пропитано той же атмосферой, но выглядит как то надуманно. Некоторые моменты смотрятся как аттракцион в парке развлечений, словно американские горки, бессмысленный экшн. Да, тут можно спорить, но я совершенно отчётливо ощутил разницу. Если в Братстве кольца волшебство и магия всего происходящего на экране легко передается в зрительский зал, то Нежданное путешествие по-настоящему радует лишь в отдельных эпизодах.  Удивили сцены с Радагастом, на мой взгляд, они не вписываются в атмосферу фильма и своей постановкой напоминают старые советские сказки. Торин отрубает руку орку и в памяти Саурон теряющий палец и кольцо всевластия, сцены очень похожи. Совет в Ривенделле, речь о пробуждении очень, очень, очень темных сил, вызывает лишь ироническую улыбку, а должна бы, как минимум мурашки по телу. Обвал в горах и каменные великаны, пример бессмысленного и не вызывающего не каких эмоций экшена. Сцена погони в подземельи, графика и раз уж я говорю о графике, а она должна быть не заметна, так вот графика могла бы быть лучше. Ну и Бильбо, всегда крайне осторожный хоббит, в конце напоминает накокаиненного головореза, почему он один кидается на помощь Торину, где бесстрашные гномы? Не верю.  И все же местами фильм держит марку, отличное начало, Мартин Фриман – это Бильбо без сомнений. Сцена встречи в норе очень колоритна и доставляет массу удовольствия. Тролли, погони с орками, всем знакомый мир средиземья, все это радует глаз. Ну и конечно встреча Горлума и Бильбо, это главная изюминка фильма, превосходная сцена с загадками.  Мне представляется диалог сценаристов и режиссера, которые придумывают, как же они будут снимать Нежданное путешествие. Решают взять какую-то часть эпизодов из Хоббита, а остальной хронометраж картины заполнить подобными сценами первой части Властелина колец, ведь это совершенно точно удовлетворит зрителей, да и фанатам должно понравиться. В результате, на мой взгляд, получилась слабая копия Братства Кольца.  6 из 10",Хоббит: Нежданное путешествие,0
"Неожиданно  Хоббит сказка Джона Толкиена написанная им задолго до Властелина Колец, в ней хоббит Бильбо Бэггинс отправляется в поход с волшебником Гэндальфом и 12 гномами, чтобы освободить царство гномов- Эребор.  Питер Джексон, подаривший миру трилогию Властелин Колец, все-таки снял Хоббита, превратив его сначала в дилогию, потом в трилогию. Могу сразу сказать, такие фильмы нужно смотреть в кино.  О фильме в целом. Сначала повествование кажется нудным, потом привыкаешь, снимал же Джексон.  О сюжете. Списанный почти весь с книги, из всего понравилась сцена Голлумаи Бильбо, хотя она тоже оказалась немного затянутой, Энди Серкис – потрясающ.  О режиссере. Питер Джексон один из моих любимых режиссеров, но Хоббит не дотягивает до его Властелина Колец, Хоббит- сказка не больше и не меньше.  Об актерах. Мартин Фриман- неплох в образе Бильбо Бэггинса, его образ вобрал себя лучшие качества хоббитов, о которых мы знаем. Иэн МакКеллен – Гэндальф не был таким суровым, каким мы его запомнили по Властелину колец. Гномы, их было много, запомнился только Торин, остальных же можно было отличить только по прическам и бородам.  Батальных сцен не много, экшена тоже, красивые пейзажи Новой Зеландии, но это мы уже видели. Музыка? А она была?  Порой при просмотре возникал вопрос: Я где-то это все видела? Ах, да во Властелине колец. Невольно начинаешь сравнивать Торина с Арагорном, Бильбо с Фродо, Гэндальфа с серьезым Гэндальфом из Властелина Колец. Персонажи Кристофера Ли, Хьюго Уивинга, Кейт Бланшет получились вставными, опять же потому что они были во Властелине колец.  В целом не так плохо, как кажется, впереди еще 2 части, хочется увидеть дракона целиком, пусть будет сказка, пусть будет не Властелин колец, пусть будет Хоббит!  Будем смотреть хорошее кино…  7 из 10 ",Хоббит: Нежданное путешествие,0
"'Хоббит' или неожиданное HFR-путешествие.  «Хоббит» взял достаточно высокий старт, но не для «самого ожидаемого фильма года» — результаты первого дня проката не ответили оптимистичным прогнозам, а предварительная продажа билетов шла довольно ровно. Аудитория хотела погрузиться в атмосферу предыдущей трилогии режиссера Джексона – «Властелин колец», но картина не в полной мере оправдала их ожидания.  Проблема в том, что креативная команда хотела усидеть на двух стульях, пытаясь одновременно использовать легкий стиль первоисточника за авторством Толкиена и добавить эпичность киносаги «Властелин колец». Это получилось не вполне: комедийные эпизоды сочетаются с драматическими крайне спорно. Если во «Властелине колец» за юмор отвечал герой Билли Бойда, то в «Хоббите» шутить пытаются все и сразу. Такой подход ставит в тупик: резкий контраст между откровенно детскими сценами и моментами, крайне натуралистично изображающими насилие, вызывает некоторое недоумение. Плюс к этому фанаты увидят в фильме некоторые сцены, полностью продублированные из «Властелина колец» — так ли необходимо подобное «заигрывание», если это совсем иная история?  Техническая же сторона вопроса идеальна: на данный момент фильм «Хоббит» является самым совершенным творением киноиндустрии. Использование технологии HFR (48 кадров в секунду) позволяет видеть буквально каждый фрагмент картинки с невероятной четкостью. Можно смело утверждать, что никогда до «Хоббита» мы не видели столь тщательно продуманной и воплощенной работы по части визуализации и технических эффектов. Мир Средиземья стал реальней реальности. Единственный минус использования HFR — благодаря натуралистичности иногда может казаться, что вы смотрите театральную постановку. При просмотре в обычном IMAX, 3D или 2D такой проблемы возникнуть не должно: чрезмерная реалистичность сгладится 24-мя кадрами, а прорисовка эффектов останется.  Если на торте, приготовленном Питером Джексоном, есть глазурь, то это, безусловно, Бильбо Беггинс в исполнении Мартина Фримана. Британский актер долго ждал и наконец-то сыграл в свою большую игру, навечно вписав свое имя эльфийской вязью в историю кино. Канонный Бильбо, созданный подлинным талантом.  Кроме бесподобного Беггинса-Фримана следует отметить Ли Пейса (Трандуил), который, обладая 10-ю секундами без каких-либо реплик, задает определенный тон если не событийной канве, то антуражу определенно и сразу запоминается. Бретт МакКензи, который показал себя во всей красе за несколько минут еще во «Властелине колец», в «Хоббите» получил уже настоящую роль, пусть и не особенно важную. Это, очевидно, реверанс Питера Джексона в сторону общественности, которая МакКензи заметила, даже когда он в титрах проходил, как Unnamed Elf. Эйдан Тернер (самый красивый гном) после такого широкоэкранного дебюта может вполне надеяться на лавры Орландо Блума, полученные им после «Братства кольца».  Хороший ли это фильм? Безусловно. Но, если вы будете искать в нем еще одну версию «Властелина колец», ответ на этот вопрос слегка изменится. ",Хоббит: Нежданное путешествие,0
